"﻿""Time""",Entry Location,Entry,Enabled,Category,Profile,Description,Signer,Company,Image Path,Version,Launch String,MD5,SHA-1,PESHA-1,PESHA-256,SHA-256,IMP,PSComputerName
4/24/1983 6:05 AM,HKLM\System\CurrentControlSet\Services,NcbService,enabled,Services,System-wide,Network Connection Broker: Brokers connections that allow Windows Store Apps to receive notifications from the internet.,(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\ncbservice.dll,10.0.22000.1,%SystemRoot%\System32\svchost.exe -k LocalSystemNetworkRestricted -p,E4F587FF79EA9898024DD0AFBC7B7891,843DC08D06EAA31A6859052C65C44FA9795EA91C,38091219F8A511235580CFE4958E3A9F68F5B8D4,1EC6F979B2351539D6987B8517594BA35E8091B6FD06D8B0E2A9D3B424FF61F7,08812474B78ABCB5939D16428A366AD3D5AFD4E49B6C4A6C99993B391765CD15,F5D4BBC50A521EF24609DC960B974FAB,rd03.shieldbase.com
8/12/2032 7:41 AM,HKLM\System\CurrentControlSet\Services,NcdAutoSetup,enabled,Services,System-wide,Network Connected Devices Auto-Setup: Network Connected Devices Auto-Setup service monitors and installs qualified devices that connect to a qualified network. Stopping or disabling this service will prevent Windows from discovering and installing qualified network connected devices automatically. Users can still manually add network connected devices to a PC through the user interface.,(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\ncdautosetup.dll,10.0.22000.653,%SystemRoot%\System32\svchost.exe -k LocalServiceNoNetwork -p,AE89CA86267E2554A0A86F94FFD4358B,ED9BB586704B8F55ECC74A338CDBB10A055F8732,525C4410773E8571144351C7B485850E6F941F2D,F9BAB1F9AF12A8349255F2D66C10549D43CAA7078B093D98C145BDE437856C30,007D71A1D434397D7FB2224282A2947FF797D3E51F024CE8399EFD83D0C7AA9B,C4E5760FAABB517057AF914D69DE0F2D,rd03.shieldbase.com
9/30/1943 12:01 AM,HKLM\System\CurrentControlSet\Services,Netlogon,enabled,Services,System-wide,"Netlogon: Maintains a secure channel between this computer and the domain controller for authenticating users and services. If this service is stopped, the computer may not authenticate users and services and the domain controller cannot register DNS records. If this service is disabled, any services that explicitly depend on it will fail to start.",(Verified) Microsoft Windows Publisher,Microsoft Corporation,c:\windows\system32\lsass.exe,10.0.22000.1098,%systemroot%\system32\lsass.exe,C0BA0CAEBF823DE8F2EBF49EEA9CC5E5,AC0D340E983EBE1366BEE9CE3F0F4DA69D4FEDA6,64CDDFB7A22B81E990824438A62AF59ACEC15FE5,63AE49E247A97A9271925D701AA3EE949FD53B440AE208339B2FBBB8D9779D24,C72B9E35E307FEFE59BACC3C65842E93B963F6C3732934061857CC773D6E2E5B,3BDAF07FD26E433F565A3C3AB5543B25,rd03.shieldbase.com
6/11/2021 5:50 PM,HKLM\System\CurrentControlSet\Services,Netman,enabled,Services,System-wide,"Network Connections: Manages objects in the Network and Dial-Up Connections folder, in which you can view both local area network and remote connections.",(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\netman.dll,10.0.22000.708,%SystemRoot%\System32\svchost.exe -k LocalSystemNetworkRestricted -p,383B442BEB0CC3716E06E15F4307AF8B,367D6EE214F51487906D2ECDE2A97BD7468DDB41,C925E233C519236E3CD57E9B5EC4586FDC9D493E,57DF1BDDA1941E97E3D807A2420258D67CC2062CB22AEBFDE6626F23EF83209F,9B559B41A3FF3AE734CF7465E6180203C199C30A3FFA77D0459C3B15861FA0F3,9A09AAFEDA5F2A08EF0735FFC643B0A4,rd03.shieldbase.com
8/18/1956 11:23 PM,HKLM\System\CurrentControlSet\Services,netprofm,enabled,Services,System-wide,"Network List Service: Identifies the networks to which the computer has connected, collects and stores properties for these networks, and notifies applications when these properties change.",(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\netprofmsvc.dll,10.0.22000.1281,%SystemRoot%\System32\svchost.exe -k netprofm -p,62064476A1AB30E7A0F3E900AB271D93,2FF4A6D437A07E32F735A3F01DB1FB7872F48F22,C6579FAC7DE590868B6507E69FCC4DA3EDD01991,4CB0F9A41C7814BC980218F045F827F41D24C79BA70841C1F8EC15C3F652E497,8EFF781F380D98FE9F69F3DF5EAABB1C814252E535E7BC619307DFEDBCA55ECB,AB72C653A0C1074431F6F32E18475371,rd03.shieldbase.com
9/8/2027 1:23 PM,HKLM\System\CurrentControlSet\Services,NetSetupSvc,enabled,Services,System-wide,"Network Setup Service: The Network Setup Service manages the installation of network drivers and permits the configuration of low-level network settings.  If this service is stopped, any driver installations that are in-progress may be cancelled.",(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\netsetupsvc.dll,10.0.22000.653,%SystemRoot%\System32\svchost.exe -k netsvcs -p,244B499A2EACF8C6F1DD896BC74B24A8,19DCEF340AB05F14B6DE7E6BF0AAADE27A773EC1,7E7F5B01DE032BB400FE407BAB584A86933BCAA8,5BEDE1F3A07D9C08FB4B2D7F497EEEFB98493C57A19B56B51CA1227CBFAF9A63,9755A7FC7BC9EED0DE35BBBC3608801CB8705264C03378FB6491E5E3544294A6,6DFC01941F688724386B2F8755194841,rd03.shieldbase.com
7/29/1926 8:14 AM,HKLM\System\CurrentControlSet\Services,NgcCtnrSvc,enabled,Services,System-wide,"Microsoft Passport Container: Manages local user identity keys used to authenticate user to identity providers as well as TPM virtual smart cards. If this service is disabled, local user identity keys and TPM virtual smart cards will not be accessible. It is recommended that you do not reconfigure this service.",(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\ngcctnrsvc.dll,10.0.22000.1281,%SystemRoot%\system32\svchost.exe -k LocalServiceNetworkRestricted -p,3B5CFFE4E927BBB83D6EBEADCBE8FCB2,3F44AB96A219518FD73B5EA209208999424B9CEA,2127E76F77176F87E08E173141A796CF8F83D74E,8088D8C2460E1276FFCD584430D1F94018A05A71D24DC49C705BFE95DACF23B1,E696C20F032CED8352D82614FCCF2C952AA7551A9D403A8FCC2DB296341E74A1,E9FDCBCA9CACDEC38827BDFBCF9ED24B,rd03.shieldbase.com
9/18/2010 5:29 PM,HKLM\System\CurrentControlSet\Services,NgcSvc,enabled,Services,System-wide,"Microsoft Passport: Provides process isolation for cryptographic keys used to authenticate to a user’s associated identity providers. If this service is disabled, all uses and management of these keys will not be available, which includes machine logon and single-sign on for apps and websites. This service starts and stops automatically. It is recommended that you do not reconfigure this service.",(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\ngcsvc.dll,10.0.22000.1042,%SystemRoot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p,2152278CA56B09EA027424B484A9D6B8,230DEC5284C82E3CC59A486B35547D2C3439B2DB,5D2B15C653D78493E81D2B21415F6F17561456A3,877CF03B25D516296F1D920CEE50381F988B2D355409871C8E324659A43156C8,941C1366C1FF2674CF8EF9AA8A48F2A69F8616DFCF94BBEC1CE979CED0A5F89E,3D8D41D85A9051061CD9C49385D278FE,rd03.shieldbase.com
8/18/1956 11:23 PM,HKLM\System\CurrentControlSet\Services,NlaSvc,enabled,Services,System-wide,"Network Location Awareness: Collects and stores configuration information for the network and notifies programs when this information is modified. If this service is stopped, configuration information might be unavailable. If this service is disabled, any services that explicitly depend on it will fail to start.",(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\netprofmsvc.dll,10.0.22000.1281,%SystemRoot%\System32\svchost.exe -k netprofm -p,62064476A1AB30E7A0F3E900AB271D93,2FF4A6D437A07E32F735A3F01DB1FB7872F48F22,C6579FAC7DE590868B6507E69FCC4DA3EDD01991,4CB0F9A41C7814BC980218F045F827F41D24C79BA70841C1F8EC15C3F652E497,8EFF781F380D98FE9F69F3DF5EAABB1C814252E535E7BC619307DFEDBCA55ECB,AB72C653A0C1074431F6F32E18475371,rd03.shieldbase.com
8/17/1923 7:35 AM,HKLM\System\CurrentControlSet\Services,NPSMSvc,enabled,Services,System-wide,NPSMSvc: NPSM,(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\npsm.dll,10.0.22000.653,%SystemRoot%\system32\svchost.exe -k LocalService -p,8E3F078FFF8FE36225BAEBA34FFCE3B0,FC90DB01C262EC08990CC789DB50BDE0FD130CF6,34AE5D0FAEF33B67A62A9805DC30EAD6552909AB,9AB31C959C00A94B0BA0BF912BDCFE9F8AB007E187DC0C01C9252797ACB274A3,E155366D8040A5E11F25AB359CBDCEB18662EB505AD6CDEAC1358983B99F006F,EE43A514ED40246106D6901FF0220DDA,rd03.shieldbase.com
3/21/1995 12:12 PM,HKLM\System\CurrentControlSet\Services,nsi,enabled,Services,System-wide,"Network Store Interface Service: This service delivers network notifications (e.g. interface addition/deleting etc) to user mode clients. Stopping this service will cause loss of network connectivity. If this service is disabled, any other services that explicitly depend on this service will fail to start.",(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\nsisvc.dll,10.0.22000.1,%systemroot%\system32\svchost.exe -k LocalService -p,69E7678AF17821557396EE04CAA9B46F,7F44CAB2B412D643C03789F5F69BCD791068A683,6627D85CDB904314065D7B45422734FD52077CBA,7FB8DD9D6609744E3D7F31A78659E3A5150DA395905EFC5DB2C769A0CC469AF0,5ADC0C8D487E330C3D0E998C0477ADA8696E65F7D94B699292D6CDE5EC328F58,37F8BCBFFDEBA41991C1764A498923DE,rd03.shieldbase.com
11/9/1942 10:40 PM,HKLM\System\CurrentControlSet\Services,OneSyncSvc,enabled,Services,System-wide,"Sync Host: This service synchronizes mail, contacts, calendar and various other user data. Mail and other applications dependent on this functionality will not work properly when this service is not running.",(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\aphostservice.dll,10.0.22000.1,%SystemRoot%\system32\svchost.exe -k UnistackSvcGroup,A733ADD9A7842C246D40F5B6192DE18E,521EE99FEAAC512DB058FE35FB20661A98E499E0,F9018242361A7E8C14CFCCC2E75A0B20DCDCB16B,E5B16124A67C45614C259126D9AC9E85F56A76AC86A5C7CE0F37CE66A5E94FC2,139D9B4F3B3DA627DFA9AA6B948D73E3A4376DB0C5BA8C8669B5143878A29008,39E5DF6566BB1F98CCB1EEBE05DFF3F1,rd03.shieldbase.com
12/27/2022 5:07 AM,HKLM\System\CurrentControlSet\Services,ose64,enabled,Services,System-wide,Office 64 Source Engine: Saves installation files used for updates and repairs and is required for the downloading of Setup updates and Watson error reports.,(Verified) Microsoft Corporation,Microsoft Corporation,c:\program files\common files\microsoft shared\source engine\ose.exe,16.0.10394.20022,"""c:\Program Files\Common Files\Microsoft Shared\Source Engine\OSE.EXE""",46CB353B764CDA56E6ED6AA549BF43C3,C45ABA67E3DD26C0369D82E1982EFD63AF617514,0A5599B961D41B96951F1C32271D8B749573F85A,622DEC8C1AED5A3E933281B68E4BC158E97D55E55F978ECED2DB82CA4638DDAA,C818E79ADE08C2C60DE6484ECF4D203F6114C34DD870A2BB5F71EAAF10D23D17,1CFB4C74646076668C97FA046213DC5F,rd03.shieldbase.com
2/7/1989 8:19 AM,HKLM\System\CurrentControlSet\Services,p2pimsvc,enabled,Services,System-wide,"Peer Networking Identity Manager: Provides identity services for the Peer Name Resolution Protocol (PNRP) and Peer-to-Peer Grouping services.  If disabled, the Peer Name Resolution Protocol (PNRP) and Peer-to-Peer Grouping services may not function, and some applications, such as HomeGroup and Remote Assistance, may not function correctly.",(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\pnrpsvc.dll,10.0.22000.708,%SystemRoot%\System32\svchost.exe -k LocalServicePeerNet,EB8AFAD6E251695CA8E38DFA94698743,99EAA8AA9A2297F8423B153D6661D96EEFF0708A,FDC5862200475EA135F78DD5BEF7712DAD8538BC,42E2A747CC71B77645A2192F0ED97C9D17C87741BCF720C3B820BB175426EBE5,E8DC69D516B048F2DA51BE3A8C2FD30BE6A2159890EDEA0D253DF0DB9E3AF8FF,2300FFF8578419F13D7A9B216FBFAC1F,rd03.shieldbase.com
5/4/1976 4:15 PM,HKLM\System\CurrentControlSet\Services,p2psvc,enabled,Services,System-wide,"Peer Networking Grouping: Enables multi-party communication using Peer-to-Peer Grouping.  If disabled, some applications, such as HomeGroup, may not function.",(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\p2psvc.dll,10.0.22000.708,%SystemRoot%\System32\svchost.exe -k LocalServicePeerNet,EE97ED0EFBBEA12C4AD34DB6A8710AB0,8EB172BFA761FBB713BA0F7B006B4B3476589EE5,C8DF415CD114F81D6269B1D55CF74911A1C2E648,401E6E3533700B02BA6B94096A5D155D7F412D1F7F26B2E653A01B3D69B943B2,6B06B8FC8CDD4559716B38CBA34FF5952E25A9C6A4BDFC689801B8A994F94740,5B74F57D564448B0FB7F38378A273F32,rd03.shieldbase.com
6/10/1969 11:09 AM,HKLM\System\CurrentControlSet\Services,P9RdrService,enabled,Services,System-wide,P9RdrService: Enables trigger-starting plan9 file servers.,(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\p9rdrservice.dll,10.0.22000.1281,%systemroot%\system32\svchost.exe -k P9RdrService -p,751E6B715405BCA048AE6C6379D25E22,F1F744FE78CEA295242263E8D3D485C91BC05D79,A5C1833B837DE3A400BA34190FDC63F82B74CCD5,ED44E003F26CCE7043EE9333373C672F3577097F97CD8F509AACD9746A301AB5,832E25819E5B14F2689E0B94A14D98DFDCBEEC6B8F34F8D003C32ACB5DDCEF28,23380BB54D032C098B827506AB0ADCA7,rd03.shieldbase.com
12/14/1952 3:31 PM,HKLM\System\CurrentControlSet\Services,PcaSvc,enabled,Services,System-wide,"Program Compatibility Assistant Service: This service provides support for the Program Compatibility Assistant (PCA).  PCA monitors programs installed and run by the user and detects known compatibility problems. If this service is stopped, PCA will not function properly.",(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\pcasvc.dll,10.0.22000.120,%systemroot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p,E0FBDB44052AE887218D7F6EEB646E42,3AD6E4F08FF6FDDEC20DB2F5688CBB0FBD1B5CD0,79FD3D57807AF0A1B1CDCF2D0F37636FF42C31F1,60E8A01CE7308E1625F8C57B68402BF3548DED95C912B00A3D3D5A850F108F8A,0B67A1C2B751963FA6B55704C247474C2D79BDA3683FA59B4C40208A372CC4C2,003AD2F494F4357236FD6AC86281C2F8,rd03.shieldbase.com
9/1/2008 10:45 AM,HKLM\System\CurrentControlSet\Services,PeerDistSvc,enabled,Services,System-wide,BranchCache: This service caches network content from peers on the local subnet.,(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\peerdistsvc.dll,10.0.22000.1042,%SystemRoot%\System32\svchost.exe -k PeerDist,A14A969CF7F50234533DBFF9DFD9C399,CC8CDD81BFA1F3788C2CB6641577D17D6BC0ADA4,7065E8945D3A0582B0A4E182DC51F8FFB913A858,42D0AC24E304036828E7BF2870E73B9C2EF927D0337A97BEFA0A0ACA2A4ECBAC,02F65D9A192B08869B3E53907BA192DE1A72EED4E11FABA1C4C6F1966E047142,951265AC8395390C7B1C844158E6857B,rd03.shieldbase.com
7/14/2034 5:44 PM,HKLM\System\CurrentControlSet\Services,PenService,enabled,Services,System-wide,PenService: Pen Service,(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\penservice.dll,10.0.22000.1165,%SystemRoot%\system32\svchost.exe -k PenService,BA6F3091FC87F0B0961FBB4A69508695,73282C59CA8B31A94B22F1067BF7C37B2400D72D,A81ED67027B21B7F28E644D3576E788C7E867EC1,9C03916D191B7A38CCC3C45E55A2259EAEDB2D3725AA455C5263931E5844C2D9,A08E29867C01A38036BD794CBDD3D6E1E3095800166F183DDE916F68791359AB,A64264F2F128191C690E8687505454E1,rd03.shieldbase.com
10/31/1955 9:34 AM,HKLM\System\CurrentControlSet\Services,perceptionsimulation,enabled,Services,System-wide,"Windows Perception Simulation Service: Enables spatial perception simulation, virtual camera management and spatial input simulation.",(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\perceptionsimulation\perceptionsimulationservice.exe,10.0.22000.1,%systemroot%\system32\PerceptionSimulation\PerceptionSimulationService.exe,7632F8BD62CBABD5BAD85967CDF5E371,0F8925225A9D15F9A1BD22940D886C78C842DF16,2EDC8B516415521E0F7AB5DB7D22C0B1E49EF4E6,00E2444F723752C32E3BA0C5076046E9A150B762951F3865479231E71E7EAC04,45C5B880E3F3AAE1BE738BFD9BF2FED5B37D0736982F3C35D11BB2286FF3B5C5,774AF14DF25813DCA3A4F7854D0CFC88,rd03.shieldbase.com
1/14/1939 6:39 PM,HKLM\System\CurrentControlSet\Services,PerfHost,enabled,Services,System-wide,"Performance Counter DLL Host: Enables remote users and 64-bit processes to query performance counters provided by 32-bit DLLs. If this service is stopped, only local users and 32-bit processes will be able to query performance counters provided by 32-bit DLLs.",(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\syswow64\perfhost.exe,10.0.22000.1,%SystemRoot%\SysWow64\perfhost.exe,76F2A6B57A89C2A2BA415A584757AF80,C0DE5DBB65A62CF932810509792DF57B495495B6,75C5BE4C9F44F971DF8C7FB5B125BC447E5917B9,8C862346699BB9D727E57F5101F6EA0A5A5D0B0FD94A73B814B1E519FF2C619B,8E0BC2C99AFDB1AA9EA9BE6F9EF54DCBCD72C891D87202D99E932C60526C13CC,8D5844FD312E4B4DE80E5A985C8DF3AC,rd03.shieldbase.com
7/11/1975 12:40 AM,HKLM\System\CurrentControlSet\Services,PhoneSvc,enabled,Services,System-wide,Phone Service: Manages the telephony state on the device,(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\phoneservice.dll,10.0.22000.832,%SystemRoot%\system32\svchost.exe -k LocalService -p,CD6F7C7722B9EFAD50B6602654EC3199,7C891127827142BD428E4088CBD2CAB432129831,877C63E653C65A2CF9562A78F4C2A4D5DCB07FA7,D01DA4A94AAA697DF1A8F8721773BE2AEA608894195428CD789168F18A600161,439470053127B840A3C8F5393E4078D5BB8C4DDD0034484205B1D5B641D76BA5,BDCED67A43DF1CC93D68B688AE47C4A9,rd03.shieldbase.com
1/7/1950 5:57 PM,HKLM\System\CurrentControlSet\Services,PimIndexMaintenanceSvc,enabled,Services,System-wide,"Contact Data: Indexes contact data for fast contact searching. If you stop or disable this service, contacts might be missing from your search results.",(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\pimindexmaintenance.dll,10.0.22000.653,%SystemRoot%\system32\svchost.exe -k UnistackSvcGroup,0C058E6A324CA68A5BB42127A70FBCDE,B380B999AA7EF2D02A97A6B8904F72979888C959,38AE1277EB6A61A67FD962935B191132FB232252,75754618EF2914A99987D4584E35062AB257CBB9BB38091D50EF3FB68FD6A9DF,20CDF957E2462B8DBE0C29EF9BC2B91F706D19439B5DBC56FB830C445AEE4BA3,F3E02AA9FB106CEA9BB085BF50B0BBCD,rd03.shieldbase.com
3/17/2012 5:34 AM,HKLM\System\CurrentControlSet\Services,pla,enabled,Services,System-wide,"Performance Logs & Alerts: Performance Logs and Alerts Collects performance data from local or remote computers based on preconfigured schedule parameters, then writes the data to a log or triggers an alert. If this service is stopped, performance information will not be collected. If this service is disabled, any services that explicitly depend on it will fail to start.",(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\pla.dll,10.0.22000.1,%SystemRoot%\System32\svchost.exe -k LocalServiceNoNetwork -p,496023CEB5A7D1772BA4E16A401DC298,4EE432564FFE597779F0EA0E1105733433915BAA,95D1B924F2EE07F6CDB7821BE9707A42DC19EF30,A6ABA086AE4287FF96CF8B1C980136024B990C6DD79407C0D99BBD8BB32EFDAF,1BF3F3AFF374B8B679AD2A1DAA8D9BA34E001DA5236F06CE1A0716F81C8111E2,396D444CA1A4B93EFD956B5CCADF6591,rd03.shieldbase.com
7/9/2017 8:54 AM,HKLM\System\CurrentControlSet\Services,PlugPlay,enabled,Services,System-wide,Plug and Play: Enables a computer to recognize and adapt to hardware changes with little or no user input. Stopping or disabling this service will result in system instability.,(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\umpnpmgr.dll,10.0.22000.1,%SystemRoot%\system32\svchost.exe -k DcomLaunch -p,85C7DDD01DDBB1C641E0FA76C0CDDA12,A3D2F7A36124F5C9FA88424F6B3437AAE6D26258,5CD5DF2A51AEED06FC561C9B923B3B2F7F2A99EC,774BA515694117FE7115AB422DBA43591F98BB2B66D95E550910A380659ED57A,B4A9EF7A64B496CAF3874D2A27939520B5E0AA43EC1AA5609E5E3B43A4FEBF26,92987D2B5002EC852738E4441D6A6879,rd03.shieldbase.com
10/21/1964 5:08 PM,HKLM\System\CurrentControlSet\Services,PNRPAutoReg,enabled,Services,System-wide,PNRP Machine Name Publication Service: This service publishes a machine name using the Peer Name Resolution Protocol.  Configuration is managed via the netsh context 'p2p pnrp peer' ,(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\pnrpauto.dll,10.0.22000.653,%SystemRoot%\System32\svchost.exe -k LocalServicePeerNet,C38545B3726BA40BA4C0CF3F905AAE42,C66FE34FCE3DBCDC7727D079E9DC7359AA07A0D6,F758F172B123DE3C25C7D80E083796C23F4994EF,5D961295A6989BFBF2D23F2406059E088BF331B744BD48B4380BCD3B9A097FEB,590934A36DBAAA38E9C6501EC22BB9DF244F07F2F1910A76BAD29FD0402D8587,643953273F0FF94B21E336882468D349,rd03.shieldbase.com
2/7/1989 8:19 AM,HKLM\System\CurrentControlSet\Services,PNRPsvc,enabled,Services,System-wide,"Peer Name Resolution Protocol: Enables serverless peer name resolution over the Internet using the Peer Name Resolution Protocol (PNRP). If disabled, some peer-to-peer and collaborative applications, such as Remote Assistance, may not function.",(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\pnrpsvc.dll,10.0.22000.708,%SystemRoot%\System32\svchost.exe -k LocalServicePeerNet,EB8AFAD6E251695CA8E38DFA94698743,99EAA8AA9A2297F8423B153D6661D96EEFF0708A,FDC5862200475EA135F78DD5BEF7712DAD8538BC,42E2A747CC71B77645A2192F0ED97C9D17C87741BCF720C3B820BB175426EBE5,E8DC69D516B048F2DA51BE3A8C2FD30BE6A2159890EDEA0D253DF0DB9E3AF8FF,2300FFF8578419F13D7A9B216FBFAC1F,rd03.shieldbase.com
4/18/1960 11:00 AM,HKLM\System\CurrentControlSet\Services,PolicyAgent,enabled,Services,System-wide,"IPsec Policy Agent: Internet Protocol security (IPsec) supports network-level peer authentication, data origin authentication, data integrity, data confidentiality (encryption), and replay protection.  This service enforces IPsec policies created through the IP Security Policies snap-in or the command-line tool 'netsh ipsec'.  If you stop this service, you may experience network connectivity issues if your policy requires that connections use IPsec.  Also,remote management of Windows Defender Firewall is not available when this service is stopped.",(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\ipsecsvc.dll,10.0.22000.653,%SystemRoot%\system32\svchost.exe -k NetworkServiceNetworkRestricted -p,373257CA90B64B72817982C994F18D10,D64837AD95287AEF4ADF996BE16BFD19D5DC4524,689CED6C91F668EC70B184BCAE6D74A77DE2FAB8,1585333BC3CB59BDC25BFA0C5083DB60BDACFB0A6A3411B088500D6CA7E42EA1,DC82023D80CB3F175B796DD222DB72985A92FD320E94227EE2395DC0E5D51377,01DD48733F0A92FE724A0555E8683F65,rd03.shieldbase.com
12/6/1994 3:30 AM,HKLM\System\CurrentControlSet\Services,Power,enabled,Services,System-wide,Power: Manages power policy and power policy notification delivery.,(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\umpo.dll,10.0.22000.1,%SystemRoot%\system32\svchost.exe -k DcomLaunch -p,B0CC339C8CABC681B3019B1F9A8D73B2,7CF5CED4D3AEC8194EE3A112E4A95C091B7017B6,E8F7BAB70A99C49B587B11946A8C22914AB2B978,4202BB0E638B27A3466DB497CC04E3FAA9B06D3973F0062726D344D6EFD16F6B,F8BD76836FB121143E9365EF5712753AA9BCF7DBA2A56D38748D5C171D1BA3FE,72B6F8E087F01D9BCE1DFC26D007ACD2,rd03.shieldbase.com
11/17/1910 7:21 AM,HKLM\System\CurrentControlSet\Services,PrintNotify,enabled,Services,System-wide,"Printer Extensions and Notifications: This service opens custom printer dialog boxes and handles notifications from a remote print server or a printer. If you turn off this service, you won’t be able to see printer extensions or notifications.",(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\spool\drivers\x64\3\printconfig.dll,0.3.22000.1335,%SystemRoot%\system32\svchost.exe -k print,18C10E00359B3A86603CABF2F0B6153B,3454BA1F485992D1845985CF732B0ADE3838CFEA,18C5EA4F073E8639FAC6B7E411A2A77BFEC5BCF3,333AF20813D17B660274F0FBC10F920D13F716BD153C1A0D5C8493F1A7CDC9C3,3168EE75003ED82B2A84BC8709783D6D1AB772CBC490BA000A44673F6724C1B3,2317A4F215EB03AC5954331C83536EBD,rd03.shieldbase.com
1/15/2033 4:18 AM,HKLM\System\CurrentControlSet\Services,PrintWorkflowUserSvc,enabled,Services,System-wide,"PrintWorkflow: Provides support for Print Workflow applications. If you turn off this service, you may not be able to print successfully.",(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\printworkflowservice.dll,10.0.22000.1281,%SystemRoot%\system32\svchost.exe -k PrintWorkflow,FBEC0F70D09D21BB707B03FC7655AE03,815DB295E58B33AB91977D1955254C7A6EB29BFC,C0B00674015BD7366FB6F788F41A5B940FC61FAF,3CF34E4B18B701D07F833B1399103A13446ED41C338BAF8823CFBA9CD837E03E,A628A01A4FBC26B13E9E26C844324EDBB1327972677B2F39FE7E3D9756555C5A,5D5298DAD36FB313FDE3B28C0A3693C3,rd03.shieldbase.com
1/3/1942 1:09 PM,HKLM\System\CurrentControlSet\Services,ProfSvc,enabled,Services,System-wide,"User Profile Service: This service is responsible for loading and unloading user profiles. If this service is stopped or disabled, users will no longer be able to successfully sign in or sign out, apps might have problems getting to users' data, and components registered to receive profile event notifications won't receive them.",(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\profsvc.dll,10.0.22000.1042,%systemroot%\system32\svchost.exe -k netsvcs -p,7927CC6D076E0434BE0F014AB706FD72,73E1FDA84C9C9F86C2D7EED5EEA8FC1C9CF73D1E,41252A389E713CF5290FD157DE9A41D3F7E8371E,C94A51CC3503229646371E1954C29DB76F5DAC7099451383878B1C359E1C7298,88513135CC677441AE955E03AFF412592BA97B2D9BB6A3ED04E8656D03F971DF,79FC4A68F19FA5E03CA3555615966195,rd03.shieldbase.com
12/4/2006 7:35 PM,HKLM\System\CurrentControlSet\Services,PsShutdownSvc,enabled,Services,System-wide,PsShutdown: PsShutdown Service,(Verified) Sysinternals,Systems Internals,c:\windows\pssdnsvc.exe,2.51.0.0,%SystemRoot%\PSSDNSVC.EXE,6391A2CB8D1EB7E70FC4AE45B4CEBED7,3130B77275B413681362162FB3729A0BEA24028B,7C540F5103A060E30A5619B4785C9BBE5C94C2D8,EC0F8F3994167C66E90C2188E97F545F26335E7B0D7A3C40C11D42C02F6080B9,80D8590B69B3C815F8A498F19392A8CBBAA55E2C5F7738F2D56B763E0F27A2B1,C8BEEEDAA4D68A04ABE11C754B7318E9,rd03.shieldbase.com
6/29/1966 1:14 PM,HKLM\System\CurrentControlSet\Services,PushToInstall,enabled,Services,System-wide,Windows PushToInstall Service: Provides infrastructure support for the Microsoft Store.  This service is started automatically and if disabled then remote installations will not function properly.,(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\pushtoinstall.dll,10.0.22000.708,%SystemRoot%\System32\svchost.exe -k netsvcs -p,92787B2E18A36C255DA684444CCF264C,2B225FEFD170BB5EDF12F045B623831976A7CBE0,9964F2C700BB275D025FBA6E97BBC131ED33578C,22EB6CF67D8C94774F7E0844A6C58309F3C4CB63EF177E265F1176029E787F43,07163E2C675C5841F962142FD4ED1FF2F0A1681CC93620612C0F2E678699D56B,79C3127C53AB749DB9F7FACE825E2B6C,rd03.shieldbase.com
